Record ID,Gplus_URL,Location_Name,Address_Or_Intersection,City,State_Or_Province,ZIP_Or_Postal_Code,Country,Address2,Business_Phone,Fax,Cell_Phone,IPhone_And_Access,Wireless_Phones_Access,PAYGO_Phones_Access,PAYGO_Cards,Wireless_Products_Access,Messaging_Paging_Access,Internet_Service,Cable_TV,Digital_TV,Ignite_TV,Ignite_bundle_changes,Ignite_demo,RV_Sales_Rentals,MyHome_Advantage,Cellular_Repair,Phone_Upgrades,Car_Phone_Installation,Wireless_Accepts_CC_Cheq,Wireless_Accepts_Cash,Cable_Accepts_CC_Cheq,Cable_Accepts_Cash,Wireless_Accepts_Credit,Cable_Accepts_Credit,Pickup_Return_Dig_Equipmt,Pickup_Exch_Int_Modem,Messaging_Paging_HW_Exch,Home_Phone_Sales,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Intersection,Movies_And_Games_For_Rent,Hi_Def_For_Sale,Hi_Def_For_Rent,Games_For_Sale,Rogers_Portable_Internet,Rogers_Video_Store,Rogers_Plus_Store,Store_Name,Business_Voice_Data,Wireless_Business,Face_To_Face,Wireless_Content_Transfer,Rocket_Stick,Netbook_wRocketMobileInt,Rocket_Hub,Rocket_Mobile_Hotspot,Ipad_Microsims,MicroSIMs,Biz_Wireless,Biz_Internet_TV,Biz_Phone,Biz_Specialist_Available,Customer_Learning_WIR,Customer_Learning_Cable,Trade_Up,Wireless_HP,Smart_Home_Monitoring,Device_tuneup,Rogers_Credit_Cards,Corporate_Store,Latitude,Longitude
22825,https://plus.google.com/110583623622138462032/about,Rogers,"3800 Memorial Dr. NE, Kiosk 707K,",Calgary,AB,T2A 2K2,CA,,(403) 235-6779,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,9:30AM - 6:30PM,11:00AM - 5:00PM,Memorial Drive - 38th. St.,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,51.053758,-113.979555
22856,,Rogers,"25 Quarry St. West, Unit 9,",Cochrane,AB,T4C 0W5,CA,,(403) 851-1833,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 6:00PM ,11:00AM - 5:00PM ,Griffin RD. W. - Grande Blvd,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,51.17905,-114.408396
22863,,Rogers,"999 Upper Wentworth St, Unit 0301A,",Hamilton,ON,L9A 4X5,CA,Lime Ridge Mall,(289) 755-2115,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Upper Wenworth Street - Lincoln Alexander Pkwy,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,43.218017,-79.862583
22928,,Rogers,"800 Pine Rd. Bay 1, Unit 110AA,",Strathmore,AB,T1P 0A2,CA,,(403) 934-9223,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,12:00PM - 5:00PM ,Trans Canada Hwy - Spruce Park Dr,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,51.037489,-113.387845
22929,,Rogers,"312 Cassils Road West ,",Brooks,AB,T1R 0W3,CA,,(403) 362-4665  ,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 6:00PM ,CLOSED,,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,50.572102,-111.897654
22948,,Rogers,"4218 Gateway Blvd NW, Unit 4218,",Edmonton,AB,T6J 5H2,CA,,(587) 754-9690,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Gateway Blvd - Whitemud Dr.    ,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,53.477843,-113.492096
22968,,Rogers,"1485 Portage Ave, Unit 174,",Winnipeg,MB,R3G 0W4,CA,Polo Park Shopping Centre,(204) 783-4483,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Portage Ave - St. James St,N,N,N,N,N,N,Y,Polo Park,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,49.881139,-97.201233
22969,,Rogers,"2655 D'Annemasse,",Boisbriand,QC,J7H 0A5,CA,Faubourg Boisbriand,(450) 430-4611,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Hwy 15 S - Hwy 640 W,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.6264,-73.8496
22975,,Rogers,"6805 - 48 AVENUE, Unit 345,",Camrose,AB,T4V 4W1,CA,,(780) 672-5135,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,48th Avenue - 68th Street ,N,N,N,N,N,N,Y,,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,53.017918,-112.856569
22979,,Rogers,"130 Live Eight Way, Unit 541,",Barrie,ON,L4N 6P1,CA,Park Place,(705) 737-0505,,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM ,12:00PM - 5:00PM ,,N,N,N,N,N,N,Y,,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,44.338508,-79.680151
22981,,Rogers,"9380 Boul. Leduc, Suite 47,",Brossard,QC,J4Y 0B3,CA,,(450) 676-0032,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,,,N,N,N,N,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,9:00AM - 5:00PM,10:00AM - 5:00PM ,Boulevard du Quartier - Boulevard Leduc,N,N,N,N,Y,N,Y,,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.444638,-73.435385
22992,,Rogers,"3767 - 17 St NW,",Edmonton,AB,T6T 0C2,CA,,(780) 485-0964,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,,N,N,N,N,N,N,Y,,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,53.479823,-113.368722
23003,,Rogers,"1921 Strachan Road SE,",Medicine Hat,AB,T1B 4J8,CA,,(403) 548-3599,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 8:00PM,9:30AM - 8:00PM,9:30AM - 8:00PM,9:30AM - 8:00PM,9:30AM - 8:00PM,9:30AM - 7:00PM,12:00PM - 5:00PM ,,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,49.996143,-110.647642
23010,,Rogers,"5222 Windermere Blvd,",Edmonton,AB,T6W 0L7,CA,,(780) 434-0032,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM ,,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.439214,-113.603736
23012,,Rogers,"270 Hays Boulevard, Unit 4,",Oakville,ON,L6H 6M4,CA,Smart Center Oakville,(289) 725-8885,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,HAYS BLVD - TAUNTON ROAD  ,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,43.484039,-79.715799
23020,,Rogers,"15749 37 Street NW, Bay 11A,",Edmonton,AB,T5Y 0S5,CA,Manning Town Centre,(587) 459-7951,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM ,,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,53.616791,-113.397049
23026,,Rogers,"100 Great Lakes Drive, Unit 117,",Brampton,ON,L6R 2K7,CA,,(905) 790-8621,,,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,,Y,Y,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM ,12:00PM - 5:00PM ,,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.733377,-79.766272
23028,,Rogers,"11930 _ 104 Ave. NW, Building 6,",Edmonton,AB,T5K 2T8,CA,,(780) 445-4651,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM ,,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,53.546838,-113.525446
23057,http://maps.google.ca/maps/place?hl=en&cid=3253395207166291920,Rogers,"409 East Hills Blvd SE, Unit 523,",Calgary,AB,T2A 4X7,CA,,(587) 470-6638,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM-5:00PM,12:00PM-5:00PM,,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,51.05325,-113.970753
32058,,Rogers,"5000 Canoe Pass Way, Unit 662,",Delta,BC,V4M 4G9,CA,,(604) 946-5894,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 7:00PM,,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.035605,-123.092488
32064,,Rogers,"3150 De La Gare Blvd, Unit 128,",Vaudreuil-Dorion,QC,J7V 8W5,CA,,(450) 455-3428 ,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 5:00PM,10:00AM - 5:00PM,,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.404655,-74.04596
32071,,Rogers,"700 West Georgia St, Unit Z018,",Vancouver,BC,V7Y 1K8,CA,Pacific Centre,(604) 408-0572,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 8:00PM,11:00AM - 7:00PM,Howe St - W Georgia St,N,N,N,N,N,N,N,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,49.282284,-123.118972
32072,,Rogers,1626 Grafton St,Halifax,NS,B3J 2C4,CA,,(902) 487-5437,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 4:00PM,12:00PM - 5:00PM,Sackville St - Grafton St,N,N,N,N,N,N,Y,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,44.646036,-63.575162
